time,intensity_rate,structure_rate,coupled_rate,heterogeneity,localization,roughness,sign_mixing,temporal_deformation
6.500000000000000000e+00,3.527217141486674335e-32,0.000000000000000000e+00,4.300738877530339540e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.525000000000000355e+00,5.502614585758443715e-32,0.000000000000000000e+00,5.108143024176451310e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.550000000000000711e+00,5.900125783702244571e-32,0.000000000000000000e+00,5.556387483348220955e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.575000000000000178e+00,4.922683780229972860e-32,0.000000000000000000e+00,5.248521654210672409e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.600000000000000533e+00,5.248593272680497155e-32,0.000000000000000000e+00,5.183431665890523348e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.625000000000000000e+00,5.313856337971124032e-32,0.000000000000000000e+00,5.603847111598501369e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.650000000000000355e+00,6.539082497771306238e-32,0.000000000000000000e+00,5.724058341594046665e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.675000000000000711e+00,4.504212032862448511e-32,0.000000000000000000e+00,4.859659522278571955e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.700000000000000178e+00,3.891131525618180353e-32,0.000000000000000000e+00,4.378752179743381927e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.725000000000000533e+00,5.228533634874717942e-32,0.000000000000000000e+00,4.984985870765050144e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.750000000000000000e+00,5.591744687692582697e-32,0.000000000000000000e+00,5.393571901391888840e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.775000000000000355e+00,5.162264595307666550e-32,0.000000000000000000e+00,5.391266764905537560e-32,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
